GEO.id,GEO.id2,GEO.display-label,HD01_VD01,HD02_VD01
Id,Id2,Geography,Estimate; Median household income in the past 12 months (in 2017 inflation-adjusted dollars),Margin of Error; Median household income in the past 12 months (in 2017 inflation-adjusted dollars)
8600000US71291,71291,ZCTA5 71291,46272,3296
8600000US71292,71292,ZCTA5 71292,36401,3949
8600000US71295,71295,ZCTA5 71295,32575,5056
8600000US71301,71301,ZCTA5 71301,32843,3237
8600000US71302,71302,ZCTA5 71302,28901,2982
8600000US71303,71303,ZCTA5 71303,47053,6003
8600000US71316,71316,ZCTA5 71316,-,**
8600000US71322,71322,ZCTA5 71322,35754,10915
8600000US71323,71323,ZCTA5 71323,33750,33541
8600000US71325,71325,ZCTA5 71325,22443,10420
8600000US71326,71326,ZCTA5 71326,33151,7345
8600000US71327,71327,ZCTA5 71327,44085,8973
8600000US71328,71328,ZCTA5 71328,61369,18477
8600000US71331,71331,ZCTA5 71331,37321,6387
8600000US71333,71333,ZCTA5 71333,19750,5688
8600000US71334,71334,ZCTA5 71334,24184,3602
8600000US71336,71336,ZCTA5 71336,40286,13346
8600000US71339,71339,ZCTA5 71339,-,**
8600000US71340,71340,ZCTA5 71340,28125,19871
8600000US71341,71341,ZCTA5 71341,45395,11498
8600000US71342,71342,ZCTA5 71342,30358,3196
8600000US71343,71343,ZCTA5 71343,33281,7347
8600000US71345,71345,ZCTA5 71345,-,**
8600000US71346,71346,ZCTA5 71346,43145,11885
8600000US71350,71350,ZCTA5 71350,44525,17404
8600000US71351,71351,ZCTA5 71351,29755,7868
8600000US71353,71353,ZCTA5 71353,28382,5539
8600000US71354,71354,ZCTA5 71354,41005,15888
8600000US71355,71355,ZCTA5 71355,40082,7545
8600000US71356,71356,ZCTA5 71356,29000,17750
8600000US71357,71357,ZCTA5 71357,23224,7703
8600000US71358,71358,ZCTA5 71358,34667,13941
8600000US71360,71360,ZCTA5 71360,47089,2101
8600000US71362,71362,ZCTA5 71362,40611,4213
8600000US71366,71366,ZCTA5 71366,22778,3263
8600000US71367,71367,ZCTA5 71367,40759,30817
8600000US71368,71368,ZCTA5 71368,26250,16836
8600000US71369,71369,ZCTA5 71369,24907,5376
8600000US71371,71371,ZCTA5 71371,58340,9979
8600000US71373,71373,ZCTA5 71373,37662,4264
8600000US71375,71375,ZCTA5 71375,17440,4811
8600000US71377,71377,ZCTA5 71377,-,**
8600000US71378,71378,ZCTA5 71378,27212,9714
8600000US71401,71401,ZCTA5 71401,115541,50008
8600000US71403,71403,ZCTA5 71403,55592,13233
8600000US71404,71404,ZCTA5 71404,53472,16065
8600000US71405,71405,ZCTA5 71405,41779,6919
8600000US71406,71406,ZCTA5 71406,-,**
8600000US71407,71407,ZCTA5 71407,24741,20231
8600000US71409,71409,ZCTA5 71409,41647,10534
8600000US71410,71410,ZCTA5 71410,-,**
8600000US71411,71411,ZCTA5 71411,27555,5149
8600000US71414,71414,ZCTA5 71414,14688,10740
8600000US71416,71416,ZCTA5 71416,30125,5681
8600000US71417,71417,ZCTA5 71417,33667,3828
8600000US71418,71418,ZCTA5 71418,28337,4567
8600000US71419,71419,ZCTA5 71419,41417,6826
8600000US71422,71422,ZCTA5 71422,39196,19047
8600000US71423,71423,ZCTA5 71423,49375,7953
8600000US71424,71424,ZCTA5 71424,56204,14218
8600000US71425,71425,ZCTA5 71425,40833,33780
8600000US71426,71426,ZCTA5 71426,48750,20051
8600000US71427,71427,ZCTA5 71427,25587,12906
8600000US71429,71429,ZCTA5 71429,48523,14460
8600000US71430,71430,ZCTA5 71430,42423,20924
8600000US71432,71432,ZCTA5 71432,42600,12399
8600000US71433,71433,ZCTA5 71433,45982,7271
8600000US71435,71435,ZCTA5 71435,36900,9957
8600000US71438,71438,ZCTA5 71438,49922,14886
8600000US71439,71439,ZCTA5 71439,44250,19931
8600000US71441,71441,ZCTA5 71441,28011,23490
8600000US71446,71446,ZCTA5 71446,47226,1733
8600000US71447,71447,ZCTA5 71447,33095,12303
8600000US71449,71449,ZCTA5 71449,42589,7611
8600000US71450,71450,ZCTA5 71450,54583,11480
8600000US71452,71452,ZCTA5 71452,-,**
8600000US71454,71454,ZCTA5 71454,32143,15335
8600000US71455,71455,ZCTA5 71455,-,**
8600000US71456,71456,ZCTA5 71456,39375,13665
8600000US71457,71457,ZCTA5 71457,26314,1902
8600000US71459,71459,ZCTA5 71459,40491,4392
8600000US71461,71461,ZCTA5 71461,47500,6753
8600000US71462,71462,ZCTA5 71462,34650,5476
8600000US71463,71463,ZCTA5 71463,35577,5856
8600000US71465,71465,ZCTA5 71465,37059,4878
8600000US71466,71466,ZCTA5 71466,36891,26613
8600000US71467,71467,ZCTA5 71467,41228,4609
8600000US71468,71468,ZCTA5 71468,34875,6338
8600000US71469,71469,ZCTA5 71469,40022,7495
8600000US71472,71472,ZCTA5 71472,-,**
8600000US71473,71473,ZCTA5 71473,46042,17843
8600000US71474,71474,ZCTA5 71474,62857,17074
8600000US71479,71479,ZCTA5 71479,44338,9360
8600000US71480,71480,ZCTA5 71480,37292,15972
8600000US71483,71483,ZCTA5 71483,27387,4898
8600000US71485,71485,ZCTA5 71485,64926,4992
